Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr
Nikolay Khozyainov,Russia,20,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,14th
Kuan-Ting Lin,Taiwan,21,Preliminary Recital 2,Schumann,Humoreske in B-flat Major Op.20,Preliminary,14th
Steven Lin,United States,24,Semifinal Recital,Schumann,Kinderszenen Op.15,Preliminary,14th
Gustavo Miranda-Bernales,Chile,22,Preliminary Recital 2,Schumann,Fantasy in C Major Op.17,Preliminary,14th
Beatrice Rana,Italy,20,Preliminary Recital 1,Schumann,Symphonic Etudes Op.13,2nd,14th
Beatrice Rana,Italy,20,Preliminary Recital 2,Schumann,"Variations on the Name ""Abegg "" Op.1",2nd,14th
Beatrice Rana,Italy,20,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,2nd,14th
Tomoki Sakata,Japan,19,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Finalist,14th
Scipione Sangiovanni,Italy,25,Semifinal Recital,Schumann,Fantasy in C Major Op.17,Preliminary,14th
Yekwon Sunwoo,South Korea,24,Preliminary Recital 2,Schumann,Faschingsschwank aus Wien Op.26,Preliminary,14th
Yekwon Sunwoo,South Korea,24,Semifinal Recital,Schumann,Fantasy in C Major Op.17,Preliminary,14th
Alessandro Taverna,Italy,29,Semifinal Recital,Schumann,Fantasy in C Major Op.17,Preliminary,14th
Jie Yuan,China,27,Preliminary Recital 1,Schumann,"Variations on the Name ""Abegg "" Op.1",Preliminary,14th
Eric Zuber,United States,28,Semifinal Recital,Schumann,Kinderszenen Op.15,Preliminary,14th
Alina Bercu,Romania,27,Quarterfinal Recital,Schumann,Carnaval Op.9,Preliminary,15th
Luigi Carroccia,Italy,25,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Rachel Cheung,Hong Kong,25,Semifinal Recital,Schumann,Kreisleriana Op.16,Finalist,15th
Caterina Grewe,Germany,29,Quarterfinal Recital,Schumann,Sonata No.3 in F Minor Op.14,Preliminary,15th
Caterina Grewe,Germany,29,Semifinal Recital,Schumann,Davidsbündlertänze Op.6,Preliminary,15th
Caterina Grewe,Germany,29,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Alyosha Jurinic,Croatia,28,Quarterfinal Recital,Schumann,Sonata No.1 in F-sharp Minor Op.11,Preliminary,15th
Alyosha Jurinic,Croatia,28,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Nikolay Khozyainov,Russia,24,Semifinal Recital,Schumann,Fantasy in C Major Op.17,Preliminary,15th
Nikolay Khozyainov,Russia,24,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Dasol Kim,South Korea,28,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,15th
Honggi Kim,South Korea,25,Semifinal Recital,Schumann,Kreisleriana Op.16,Semifinal,15th
Honggi Kim,South Korea,25,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,15th
Su Yeon Kim,South Korea,23,Quarterfinal Recital,Schumann,Kreisleriana Op.16,Preliminary,15th
Julia Kociuban,Poland,25,Quarterfinal Recital,Schumann,Carnaval Op.9,Preliminary,15th
Julia Kociuban,Poland,25,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Rachel Kudo,United States,30,Quarterfinal Recital,Schumann,Carnaval Op.9,Preliminary,15th
EunAe Lee,South Korea,29,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Sun-A Park,United States,29,Preliminary Recital,Schumann,Humoreske in B-flat Major Op.20,Preliminary,15th
Sun-A Park,United States,29,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Leonardo Pierdomenico,Italy,24,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,15th
Philipp Scheucher,Austria,24,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Ilya Shmukler,Russia,22,Semifinal Recital,Schumann,Novelette in F-sharp Minor Op.21 No.8,Preliminary,15th
Ilya Shmukler,Russia,22,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,15th
Georgy Tchaidze,Russia,29,Semifinal Recital,Schumann,Waldszenen Op.82,Finalist,15th
Tony Yike Yang,Canada,18,Final Quintet,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,15th
Tianxu An,China,23,Quarterfinal Round,Schumann,Toccata in C Major Op.7,Preliminary,16th
Ziyu Liu,China,24,Quarterfinal Round,Schumann,Humoreske in B-flat Major Op.20,Preliminary,16th
Jinhyung Park,South Korea,26,Semifinal Round,Schumann,Fantasiestücke Op.12,Semifinal,16th
Kate Liu,United States,28,Semifinal Round,Schumann,Arabesque in C Major Op.18,Quarterfinal,16th
Elizaveta Kliuchereva,Russia,23,Semifinal Round,Schumann,Carnaval Op.9,Preliminary,16th
Uladzislau Khandohi,Belarus,20,Preliminary Round,Schumann,Symphonic Etudes Op.13,Finalist,16th
Jonathan Mak,Canada,25,Semifinal Round,Schumann,Humoreske in B-flat Major Op.20,Preliminary,16th
Denis Linnik,Belarus,26,Quarterfinal Round,Schumann,Symphonic Etudes Op.13,Quarterfinal,16th
Albert Cano Smit,Spain/Netherlands,25,Semifinal Round,Schumann,Kreisleriana Op.16,Quarterfinal,16th
Vitaly Starikov,Russia,27,Semifinal Round,Schumann,Symphonic Etudes Op.13,Preliminary,16th
Honggi Kim,South Korea,30,Quarterfinal Round,Schumann,Carnaval Op.9,Semifinal,16th
Changyong Shin,South Korea,28,Semifinal Round,Schumann,Humoreske in B-flat Major Op.20,Semifinal,16th
Arseniy Gusev,Russia,23,Quarterfinal Round,Schumann,Symphonic Etudes Op.13,Preliminary,16th
Shuan Hern Lee,Australia,19,Semifinal Round,Schumann,Sonata No.2 in G Minor Op.22,Preliminary,16th
DMYTRO CHONI,UKRAINE,28,Preliminary Round,Schumann,Novelette in F-sharp Minor Op.21 No.8,3rd,16th
William Wolfram,United States,29,Semifinals Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,7th
William Wolfram,United States,29,Recital Program,Schumann,Humoreske in B-flat Major Op.20,Preliminary,7th
Patti Wolf,United States,19,Preliminary Phase 2,Schumann,Symphonic Etudes Op.13,Preliminary,7th
Sharon Joy Vogan,New Zealand,25,Preliminary Phase 2,Schumann,Fantasiestücke op.12,Preliminary,7th
Sharon Joy Vogan,New Zealand,25,Semifinals Chamber,Schumann,Piano Quintet in E-flat major op.44,Preliminary,7th
Emma Takhmizian,Bulgaria,27,Preliminary Phase 2,Schumann,Davidsbündlertänze op.6,4th,7th
Emma Takhmizian,Bulgaria,27,Semifinals Chamber,Schumann,Piano Quintet in E-flat major op.44,4th,7th
Emma Takhmizian,Bulgaria,27,Recital Program,Schumann,Bunte Blätter op.99 nos.2 3 4 5 6,4th,7th
Eun Soo Son,Korea,21,Preliminary Phase 2,Schumann,Carnaval op.9,Preliminary,7th
Thomas Otten,United States,24,Preliminary Phase 2,Schumann,Symphonic Etudes Op.13,Preliminary,7th
Károly Mocsári,Hungary,22,Semifinals Chamber,Schumann,Piano Quintet in E-flat major op.44,5th,7th
Norman Krieger,United States,28,Semifinals Chamber,Schumann,Piano Quintet in E-flat major op.44,Semifinal,7th
Ingrid Jacoby,United States,26,Preliminary Phase 2,Schumann,Kreisleriana op.16,Preliminary,7th
Diane Hidy,United States,26,Recital Program,Schumann,Symphonic Etudes Op.13,Preliminary,7th
Eduardus Halim,Indonesia,23,Recital Program,Schumann,Davidsbündlertänze op.6,Preliminary,7th
JosE Feghali,Brazil,24,Recital Program,Schumann,Carnaval op.9,1st,7th
Barry Douglas,United Kingdom,25,Preliminary Phase 1,Schumann,Toccata in C major Op.7,3rd,7th
Lora Dimitrova,Bulgaria,22,Preliminary Phase 2,Schumann,Symphonic Etudes Op.13,Preliminary,7th
Lora Dimitrova,Bulgaria,22,Semifinals Chamber,Schumann,Piano Quintet in E-flat major op.44,Preliminary,7th
Sergio de los Cobos,Spain,28,Semifinals Chamber,Schumann,Piano Quintet in E-flat major op.44,Preliminary,7th
Chia Chou,Canada,25,Recital Program,Schumann,Fantasy in C major op.17,Semifinal,7th
Hung-Kuan Chen,United States,27,Recital Program,Schumann,Gesänge der Frühe op.133 nos.1 and 2,Semifinal,7th
Kathryn Brown,United States,23,Preliminary Phase 2,Schumann,Sonata No.2 in G minor Op.22,Preliminary,7th
Philippe Bianconi,France,25,Semifinals Recital,Schumann,Davidsbündlertänze Op.6,2nd,7th
Jean-Efflam Bavouzet,France,28,Preliminary Phase 1,Schumann,Toccata in C major Op.7,Semifinal,8th
Jean-Efflam Bavouzet,France,28,Preliminary Phase 2,Schumann,Sonata No.3 in F minor Op.14,Semifinal,8th
Jean-Efflam Bavouzet,France,28,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Semifinal,8th
Kathryn Brown,United States,27,Semifinals Recital,Schumann,Fantasy in C major Op.17,Preliminary,8th
Pedro Burmester,Portugal,25,Preliminary Phase 2,Schumann,Kreisleriana Op.16,Semifinal,8th
Pedro Burmester,Portugal,25,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Semifinal,8th
Laurent Cabasso,France,27,Preliminary Phase 2,Schumann,Kreisleriana Op.16,Preliminary,8th
Laurent Cabasso,France,27,Finals Concerti,Schumann,Piano Concerto in A minor Op.54,Preliminary,8th
Angela Cholakyan,United States,29,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
JosE Carlos Cocarelli,Brazil,30,Preliminary Phase 1,Schumann,Toccata in C major Op.7,2nd,8th
JosE Carlos Cocarelli,Brazil,30,Semifinals Recital,Schumann,"Variations on the name ""Abegg "" Op.1",2nd,8th
Lora Dimitrova,Bulgaria,26,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Lora Dimitrova,Bulgaria,26,Semifinals Recital,Schumann,Symphonic Etudes Op.13,Preliminary,8th
Konstanze Eickhorst,West Germany,27,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Konstanze Eickhorst,West Germany,27,Finals Concerti,Schumann,Piano Concerto in A minor Op.54,Preliminary,8th
Seung-Un Ha,United States,23,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Seung-Un Ha,United States,23,Semifinals Recital,Schumann,Fantasy in C major Op.17,Preliminary,8th
Eduardus Halim,Indonesia,27,Semifinals Recital,Schumann,Humoreske in B-flat Major Op.20,Preliminary,8th
Hae-Jung Kim,United States,24,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Rita Kinka,Yugoslavia,27,Preliminary Phase 1,Schumann,Toccata in C major Op.7,Preliminary,8th
Rita Kinka,Yugoslavia,27,Preliminary Phase 2,Schumann,Carnaval Op.9,Preliminary,8th
Rita Kinka,Yugoslavia,27,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Leonid Kuzmin,United States,25,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Li Jian,People's Republic of China,24,Preliminary Phase 2,Schumann,Fantasy in C major Op.17,Preliminary,8th
Benedetto Lupo,Italy,25,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,3rd,8th
Predrag Muzijevic,Yugoslavia,25,Preliminary Phase 2,Schumann,Sonata No.2 in G minor Op.22,Preliminary,8th
John Nauman,United States,26,Semifinals Recital,Schumann,Fantasy in C major Op.17,Preliminary,8th
Shari Raynor,United States,27,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Shari Raynor,United States,27,Semifinals Recital,Schumann,Fantasy in C major Op.17,Preliminary,8th
Victor Sangiorgio,Australia,30,Semifinals Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,8th
Boris Slutsky,United States,27,Preliminary Phase 2,Schumann,Symphonic Etudes Op.13,Preliminary,8th
Boris Slutsky,United States,27,Semifinals Recital,Schumann,Symphonic Etudes Op.13,Preliminary,8th
Ying Tian,People's Republic of China,20,Preliminary Phase 1,Schumann,Toccata in C major Op.7,5th,8th
Mark Anderson,United States,29,Preliminary,Schumann,Fantasy in C major Op.17,Preliminary,9th
Mark Anderson,United States,29,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,9th
Mark Anderson,United States,29,Semifinal Recital,Schumann,Toccata in c major Op.7,Preliminary,9th
Fabio Bidini,Italy,24,Preliminary,Schumann,Carnaval Op.9,6th,9th
Fabio Bidini,Italy,24,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,6th,9th
Frederic Chiu,United States,28,Semifinal Chamber,Schumann,Piano Quartet in E-flat major Op.47,Semifinal,9th
Francesco Cipolletta,Italy,23,Semifinal Recital,Schumann,Sonata No.1 in F-sharp minor Op.11,Preliminary,9th
Francesco Cipolletta,Italy,23,Final Concerti,Schumann,Piano Concerto in A minor Op.54,Preliminary,9th
Alan Gampel,United States,29,Semifinal Chamber,Schumann,Piano Quartet in E-flat major Op.47,Preliminary,9th
Kirill Gliadkovsky,Russia,25,Preliminary,Schumann,Three Little PiecesfromBunte Blätter Op.99,Preliminary,9th
Kirill Gliadkovsky,Russia,25,Preliminary,Schumann,Five Album Leaves,Preliminary,9th
Kirill Gliadkovsky,Russia,25,Preliminary,Schumann,Prelude from Novelletten,Preliminary,9th
Kirill Gliadkovsky,Russia,25,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,9th
Kirill Gliadkovsky,Russia,25,Semifinal Recital,Schumann,Symphonic Etudes Op.13,Preliminary,9th
Valery Kuleshov,Russia,30,Semifinal Chamber,Schumann,Piano Quartet in E-flat major Op.47,2nd,9th
Valery Kuleshov,Russia,30,Semifinal Recital,Schumann,Carnaval Op.9,2nd,9th
Alexander Melnikov,Russia,20,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Semifinal,9th
Alexander Melnikov,Russia,20,Semifinal Recital,Schumann,Symphonic Etudes Op.13,Semifinal,9th
Laura Mikkola,Finland,19,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,9th
Edoard Monteiro,Brazil,26,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,9th
Enrico Pace,Italy,25,Preliminary,Schumann,Allegro in B minor Op.8,Preliminary,9th
Enrico Pace,Italy,25,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,9th
Enrico Pace,Italy,25,Semifinal Recital,Schumann,Davidsbündlertänze Op.6,Preliminary,9th
HaeSun Paik,Korea,27,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,9th
HaeSun Paik,Korea,27,Semifinal Recital,Schumann,Humoreske in B-flat Major Op.20,Preliminary,9th
Veronica Reznikovskaya,Russia,26,Semifinal Recital,Schumann,Carnaval Op.9,Semifinal,9th
François Weigel,France,29,Preliminary,Schumann,Symphonic Etudes Op.13,Preliminary,9th
Oxana Shevchenko,Kazakhstan,29,Semifinal,Schumann,Davidsbündlertänze Op.6,5,s2016
Martin Malmgren,Sweden,29,Semifinal,Schumann,Gesänge der Frühe Op.133,Preliminary,s2016
Alyosha Jurinic,Croatia,27,Semifinal,Schumann,Sonata No.1 in F-sharp minor Op.11,Preliminary,s2016
Fantee Jones,Taiwan / United States,23,Preliminary,Schumann,Carnaval Op.9,Preliminary,s2016
Gyu Tae Ha,Korea,20,Semifinal,Schumann,Kreisleriana Op.16,Semifinal,s2016
Lindsay Garritson,United States,29,Semifinal,Schumann,Sonata No.3 in F minor Op.14,Preliminary,s2016
Yui Fushiki,Japanese,25,Semifinal,Schumann,Carnaval Op.9,Preliminary,s2016
Sergey Belyavsky,Russian,28,Semi Final Round,Schumann,Carnaval Op.9,,s2021
Alexandra Pavlova,Kazakhstan,29,Final Round,Schumann,Carnaval Op.9,,s2021
Maxwell Foster,Australian,30,Semi Final Round,Schumann,Waldszenen Op.82,,s2021
Antonii Baryshevskyi,Ukraine,33,Semi Final Round,Schumann,Carnaval Op.9,,s2021
Alice Burla,Canada,25,Final Round,Schumann,Sonata No.3 in F Minor Op.14,,s2021
Kevin Chow,Australia,25,Final Round,Schumann,Waldszenen Op.82,,s2021
Anna Geniushene,Russia,30,Semi Final Round,Schumann,3 Fantasiestücke Op.111,,s2021
Dinara Klinton,Ukraine,32,Semi Final Round,Schumann,Symphonic etudes Op.13,,s2021
Ziyu Liu,China,23,Preliminary Round,Schumann,Carnaval Op.9,,s2021
Philipp Lynov,Russia,22,Final Round,Schumann,Fantasie in C major Op.17,,s2021
Yu Nitahara,Japan,31,Final Round,Schumann,Abshied from Waldszenen Op.82,,s2021
Rustam Muradov,Russia,34,Final Round,Schumann,Fantasie in C major Op.17,,s2021
Shion Ota,Japan,21,Final Round,Schumann,Sonata No.1 in F-sharp minor Op.11,,s2021
Shion Ota,Japan,21,Final Round,Schumann,Gesänge der Frühe: I.,,s2021
Akihiro Sakiya,Japan,33,Final Round,Schumann,Gesänge der Frühe: I.,,s2021
Akihiro Sakiya,Japan,34,Final Round,Schumann,Gesänge der Frühe: IV.,,s2021
Tamila Salimdjanova,Uzbekistan,30,Semi Final Round,Schumann,Fantasie in C major Op.17,,s2021
Dmitry Sin,Russia,27,Semi Final Round,Schumann,Sonata No.3 in F minor Op.14,,s2021
Dmitry Sin,Russia,27,Final Round,Schumann,Davidsbündlertänze Op.6,,s2021
Se-Hyeong Yoo,South Korea,31,Final Round,Schumann,Kreisleriana Op.16,,s2021
Alessandra Ammara,Italy,28,Preliminary Round,Scriabin,Sonata No.5 in f-sharp major Op.53,Semifinal,10th
Joel Hastings,Canada,27,Semifinal Recital,Scriabin,Etude in D-flat Major Op.8 No.10,Preliminary,10th
Jan Gottlieb Jiracek,Germany,24,Preliminary Round,Scriabin,Sonata No.5 in f-sharp major Op.53,Finalist,10th
Olga Pushechnikova,Russia,22,Semifinal Recital,Scriabin,"Sonata No.9 Op.68 ""Black Mass""",Preliminary,10th
Aviram Reichert,Israel,25,Semifinal Recital,Scriabin,Sonata No.5 in f-sharp major Op.53,3rd,10th
Per Rundberg,Sweden,25,Preliminary,Scriabin,Fantasy in B minor Op.28,Preliminary,10th
Per Rundberg,Sweden,25,Semifinal Recital,Scriabin,Sonata No.10 Op.70,Preliminary,10th
Yuan Sheng,China,25,Preliminary,Scriabin,"Sonata No.2 in G-sharp Minor Op.19 (""Sonata-Fantasy"")",Preliminary,10th
Dimitri Vassilakis,Greece,29,Preliminary,Scriabin,"Sonata No.2 in G-sharp minor Op.19 (""Sonata-Fantasy"")",Preliminary,10th
Dmitri Vorobieff,Russia,23,Preliminary,Scriabin,Etude in D-flat major Op.8 No.10,Preliminary,10th
Dmitri Vorobieff,Russia,23,Preliminary,Scriabin,Etude in C-sharp minor Op.42 No.5,Preliminary,10th
Dmitri Vorobieff,Russia,23,Preliminary,Scriabin,Mazurka Op.3 No.1,Preliminary,10th
Maurizio Baglini,Italy,26,Semifinal Recital,Scriabin,Sonata No.3 in F-sharp Minor Op.23,Semifinal,11th
Yuri Blinov,Belarus,25,Preliminary Round,Scriabin,Three Pieces Op.45,Preliminary,11th
Stefania Cafaro,Italy,29,Preliminary Round,Scriabin,Sonata No.5 in f-sharp major Op.53,Preliminary,11th
Paavali Jumppanen,Finland,26,Semifinal Recital,Scriabin,Sonata No.10 Op.70,Preliminary,11th
Olga Kern,Russia,26,Semifinal Recital,Scriabin,"Sonata No.9 Op.68 ""Black Mass""",1st,11th
Antonio Pompa-Baldi,Italy,26,Preliminary Round,Scriabin,Sonata No.4 in F-sharp Major Op.30,2nd,11th
Edna Stern,Belgium,24,Semifinal Recital,Scriabin,Etude in B-flat Minor Op.8 No.11,Preliminary,11th
Edna Stern,Belgium,24,Semifinal Recital,Scriabin,Etude in F-sharp Minor Op.8 No.2,Preliminary,11th
Stephen Beus,United States,23,Semifinal Recital,Scriabin,"Sonata No.9 Op.68 ""Black Mass""",Preliminary,11th
Davide Franceschetti,Italy,28,Semifinal Recital,Scriabin,Fantasy in b minor Op.28,Preliminary,11th
Davide Franceschetti,Italy,28,Semifinal Recital,Scriabin,Etude in D-sharp Minor Op.8 No.12,Preliminary,11th
Alexandre Moutouzkine,Russia,24,Final Recital,Scriabin,Etude in G major Op.65 No.3,Preliminary,12th
Roberto Plano,Italy,26,Semifinal,Scriabin,"Sonata No.2 in G-sharp minor Op.19 (""Sonata-Fantasy"")",Finalist,12th
Rui Shi,China,21,Final Recital,Scriabin,Etudes Op.8 (not No.1),Preliminary,12th
Di Wu,China,20,Final Recital,Scriabin,"Sonata No.7 Op.64 ""White Mass""",Preliminary,12th
Ran Dank,Israel,27,Preliminary Recital,Scriabin,"Sonata No.9 Op.68 ""Black Mass""",Semifinal,13th
Alessandro Deljavan,Italy,22,Semifinal Recital,Scriabin,Sonata No.5 in f-sharp major Op.53,Semifinal,13th
Natacha Kudritskaya,Ukraine,25,Preliminary Recital,Scriabin,Valse Op.38,Preliminary,13th
Chetan Tierra,United States,25,Semifinal Recital,Scriabin,Sonata No.4 in F-sharp Major Op.30,Preliminary,13th
Mariangela Vacatello,Italy,27,Semifinal Recital,Scriabin,Nocturne for the Left Hand Op.9 No.2,Finalist,13th
